Date,vader_score,CP,return,sentiment_lag_1,sentiment_lag_2,sentiment_lag_3,sentiment_lag_4,sentiment_lag_5,volatility_20d,direction
2009-11-23,-0.3182,1106.24,0.011669166331345737,-0.1646333333333333,-0.2732,0.0,0.2294,0.0,0.016984807348172273,1
2009-11-24,0.0,1105.65,-0.0005333381544690985,-0.3182,-0.1646333333333333,-0.2732,0.0,0.2294,0.016990342899544625,0
2009-11-25,0.5858,1110.63,0.004504137837471278,0.0,-0.3182,-0.1646333333333333,-0.2732,0.0,0.016770150121365728,1
2009-11-27,-0.3612,1091.49,-0.017233462089084717,0.5858,0.0,-0.3182,-0.1646333333333333,-0.2732,0.016869413098402942,0
2009-12-03,0.0,1099.92,0.007723387296264761,-0.3612,0.5858,0.0,-0.3182,-0.1646333333333333,0.016530079886816776,1
2009-12-07,0.0,1103.25,0.00302749290857518,0.0,-0.3612,0.5858,0.0,-0.3182,0.016439279616393982,1
2009-12-10,0.0,1102.35,-0.000815771583956626,0.0,0.0,-0.3612,0.5858,0.0,0.015091963026553374,0
2009-12-14,0.4019,1114.11,0.010668118111307745,0.0,0.0,0.0,-0.3612,0.5858,0.014407431852222522,1
2009-12-15,-0.19375,1107.93,-0.005547028569889756,0.4019,0.0,0.0,0.0,-0.3612,0.014529187939107917,0
2009-12-16,0.1946999999999999,1109.18,0.0011282301228416891,-0.19375,0.4019,0.0,0.0,0.0,0.01448250206996587,1
2009-12-21,0.0,1114.05,0.004390630916532912,0.1946999999999999,-0.19375,0.4019,0.0,0.0,0.014469161281445205,1
2009-12-22,0.6808,1118.02,0.0035635743458553026,0.0,0.1946999999999999,-0.19375,0.4019,0.0,0.014463333952756986,1
2009-12-30,0.31845,1126.42,0.007513282409974842,0.6808,0.0,0.1946999999999999,-0.19375,0.4019,0.013891585882009736,1
2010-01-05,0.1272666666666666,1136.52,0.008966460112568964,0.31845,0.6808,0.0,0.1946999999999999,-0.19375,0.011623309422393893,1
2010-01-06,0.431,1137.14,0.0005455249357688707,0.1272666666666666,0.31845,0.6808,0.0,0.1946999999999999,0.010333539249331083,1
2010-01-07,0.0,1141.69,0.004001266334840103,0.431,0.1272666666666666,0.31845,0.6808,0.0,0.01003154888518323,1
2010-01-11,-0.1779,1146.98,0.004633481943434603,0.0,0.431,0.1272666666666666,0.31845,0.6808,0.008216491746703069,1
2010-01-13,-0.1591,1145.68,-0.0011334112190273249,-0.1779,0.0,0.431,0.1272666666666666,0.31845,0.006592553013909076,0
2010-01-14,0.0,1148.46,0.002426506528873551,-0.1591,-0.1779,0.0,0.431,0.1272666666666666,0.006337937789479775,1
2010-01-20,0.4019,1138.04,-0.009073019521794512,0.0,-0.1591,-0.1779,0.0,0.431,0.006818894547495733,0
2010-01-28,0.23835,1084.53,-0.047019436926645786,0.4019,0.0,-0.1591,-0.1779,0.0,0.012613984626895091,0
2010-02-02,0.0,1103.32,0.01732547739573831,0.23835,0.4019,0.0,-0.1591,-0.1779,0.013257960133579631,1
2010-02-04,0.0,1063.11,-0.0364445491788421,0.0,0.23835,0.4019,0.0,-0.1591,0.015495531062279423,0
2010-02-05,0.3818,1066.19,0.002897160218604089,0.0,0.0,0.23835,0.4019,0.0,0.015107516526311829,1
2010-02-08,0.3715,1056.74,-0.0088633358031871,0.3818,0.0,0.0,0.23835,0.4019,0.015055082582105877,0
2010-02-12,0.0,1075.51,0.017762174233964867,0.3715,0.3818,0.0,0.0,0.23835,0.015656912321217853,1
2010-02-18,-0.4588,1106.75,0.02904668482859285,0.0,0.3715,0.3818,0.0,0.0,0.0170525532657024,1
2010-02-23,0.296,1094.6,-0.0109780889993224,-0.4588,0.0,0.3715,0.3818,0.0,0.017049427615172735,0
2010-02-26,0.0,1104.49,0.009035264023387723,0.296,-0.4588,0.0,0.3715,0.3818,0.017144706014345437,1
2010-03-01,-0.4019,1115.71,0.010158534708326838,0.0,0.296,-0.4588,0.0,0.3715,0.01729461871578228,1
2010-03-02,0.0,1118.31,0.0023303546620536686,-0.4019,0.0,0.296,-0.4588,0.0,0.01727596013515584,1
2010-03-05,0.10115,1138.7,0.01823286924019296,0.0,-0.4019,0.0,0.296,-0.4588,0.017725801495534026,1
2010-03-08,0.5267,1138.5,-0.00017563888644944736,0.10115,0.0,-0.4019,0.0,0.296,0.017661924839552378,0
2010-03-09,-0.5267,1140.45,0.001712779973649603,0.5267,0.10115,0.0,-0.4019,0.0,0.01755705359911829,1
2010-03-10,-0.4767,1145.61,0.004524529790871812,-0.5267,0.5267,0.10115,0.0,-0.4019,0.017582257623581395,1
2010-03-12,-0.6249,1149.99,0.0038232906486501683,-0.4767,-0.5267,0.5267,0.10115,0.0,0.0175804478756888,1
2010-03-15,0.2263,1150.51,0.00045217784502482594,-0.6249,-0.4767,-0.5267,0.5267,0.10115,0.017553685953810082,1
2010-03-22,0.3612,1165.81,0.013298450252496652,0.2263,-0.6249,-0.4767,-0.5267,0.5267,0.0177866579747365,1
